X,Y,OBJECTID,STOPID,STOPCODE,STOPNAME,STOPDESC,LOCATIONTYPE,STOPLAT,STOPLON,PARENTSTATION,MODE
1757206.7695,5919913.5111,439723,7060-9214ca4a,7060,Auckland Town Hall,,Stop,-36.85363,174.76339,,Bus
1757092.1914,5919649.2665,439724,7061-10099e39,7061,Queen Street/Myers Park,,Stop,-36.85603,174.76216,,Bus
1757089.528,5919601.5928,439725,7062-7912ff0f,7062,Queen Street/Myers Park,,Stop,-36.85646,174.76214,,Bus
1757052.6993,5919539.0119,439726,7063-56c065c6,7063,Queen Street/Karangahape Road,,Stop,-36.85703,174.76174,,Bus
1757047.3205,5919489.1687,439727,7064-7b303e19,7064,Queen Street/Karangahape Road,,Stop,-36.85748,174.76169,,Bus
1757057.6074,5919563.3377,439728,7065-5235e1c6,7065,Scotia Place,,Stop,-36.85681,174.76179,,Bus
1764958.1729,5917876.7125,439729,7067-ac59f9a3,7067,Castledine Crescent,,Stop,-36.87066,174.85074,,Bus
1757551.5277,5919988.1561,439730,7069-32a6ec0b,7069,AUT City Campus,,Stop,-36.8529,174.76724,,Bus
1756965.1886,5920258.6864,439731,7082-6e0c4fef,7082,St Matthews-in-the-City,,Stop,-36.85056,174.76061,,Bus
1756843.0192,5920017.885,439732,7084-4da5d2dd,7084,Nicholas Street,,Stop,-36.85275,174.75929,,Bus
1757531.238,5920048.4625,439733,7088-d255c2d6,7088,Auckland Art Gallery,,Stop,-36.85236,174.767,,Bus
1757544.6003,5919999.3826,439734,7089-8ec85023,7089,AUT City Campus,,Stop,-36.8528,174.76716,,Bus
1756995.7177,5920559.9972,439735,7102-64738f72,7102,Hobson Street,,Stop,-36.84784,174.76089,,Bus
1766276.4569,5919078.5975,439736,7103-3926bce1,7103,Riddell Road/Kesteven Avenue,,Stop,-36.8596,174.86526,,Bus
1756816.3531,5920555.5334,439737,7104-7f5cd349,7104,Graham Street,,Stop,-36.84791,174.75888,,Bus
1756651.1124,5920543.0372,439738,7105-dec99d20,7105,Dock Street,,Stop,-36.84805,174.75703,,Bus
1756451.9694,5920530.0509,439739,7106-026b649d,7106,Victoria Park Market,,Stop,-36.8482,174.7548,,Bus
1756385.4424,5920550.14,439740,7107-14d27628,7107,Victoria Park Market,,Stop,-36.84803,174.75405,,Bus
1756238.0765,5920539.5271,439741,7108-87efa451,7108,Franklin Road,,Stop,-36.84815,174.7524,,Bus
1756023.9191,5920534.5751,439742,7109-13c2b0c9,7109,Gudgeon Street,,Stop,-36.84823,174.75,,Bus
1755893.1501,5920504.7853,439743,7110-7e35124f,7110,England Street,,Stop,-36.84852,174.74854,,Bus
1755799.4482,5920550.8931,439744,7111-398e6ec5,7111,Mercy Hospice,,Stop,-36.84812,174.74748,,Bus
1755727.5293,5920568.8559,439745,7112-da37447d,7112,Mercy Hospice,,Stop,-36.84797,174.74667,,Bus
1755473.6119,5920682.2579,439746,7113-084b368e,7113,Three Lamps,,Stop,-36.84699,174.7438,,Bus
1755471.4842,5920663.4298,439747,7114-405833f5,7114,Three Lamps,,Stop,-36.84716,174.74378,,Bus
1755206.2482,5920890.2315,439748,7115-63c0ed0a,7115,St Stephen's Church,,Stop,-36.84516,174.74076,,Bus
1755208.5391,5920869.1033,439749,7116-1e599c9f,7116,St Stephen's Church,,Stop,-36.84535,174.74079,,Bus
1754936.1102,5920897.37,439750,7117-e91d6511,7117,John Street,,Stop,-36.84514,174.73773,,Bus
1754897.4048,5920878.0974,439751,7118-5ebfd457,7118,John Street,,Stop,-36.84532,174.7373,,Bus
1754677.8712,5920872.0991,439752,7119-5fc299b0,7119,Lawrence Street,,Stop,-36.84541,174.73484,,Bus
1754732.1021,5920862.2355,439753,7120-a5983b16,7120,Lawrence Street,,Stop,-36.84549,174.73545,,Bus
1754413.5594,5920659.3724,439754,7121-c9212dc1,7121,Bayfield School,,Stop,-36.84737,174.73192,,Bus
1754433.1154,5920655.6883,439755,7122-267425f2,7122,Bayfield School,,Stop,-36.8474,174.73214,,Bus
1753485.945,5911917.4888,439756,7123-62288993,7123,Lynfield Shops,,Stop,-36.92629,174.72329,,Bus
1751122.2521,5911776.7663,439757,7126-cef97805,7126,Mitchell Street,,Stop,-36.92794,174.69679,,Bus
1766297.4406,5917916.1252,439758,7127-40825293,7127,Elstree Avenue Shops,,Stop,-36.87007,174.86575,,Bus
1757421.3616,5919749.7299,439759,7128-d8460fc5,7128,Wakefield Street,,Stop,-36.85507,174.76583,,Bus
1766649.3735,5920086.8606,439760,7129-6b60a700,7129,Waimarie Street,,Stop,-36.85045,174.86922,,Bus
1756856.6666,5919451.6202,439761,7130-50c017db,7130,Pitt Street,,Stop,-36.85785,174.75956,,Bus
1756970.7419,5919447.2978,439762,7131-cf2b5a78,7131,Karangahape Road/Queen Street,,Stop,-36.85787,174.76084,,Bus
1756867.6103,5919464.7365,439763,7133-173774ea,7133,Pitt Street,,Stop,-36.85773,174.75968,,Bus
1756543.7323,5919408.5484,439764,7134-3cc678cc,7134,Rainbow Bridge/Karangahape Road,,Stop,-36.85829,174.75606,,Bus
1756573.6425,5919434.6342,439765,7135-b1ba3584,7135,Rainbow Bridge/Karangahape Road,,Stop,-36.85805,174.75639,,Bus
1756514.1079,5919397.9948,439766,7136-7b4dffe1,7136,Rainbow Bridge/Karangahape Road,,Stop,-36.85839,174.75573,,Bus
1756224.7359,5918014.916,439767,7137-6c1fac7a,7137,Charles Street,,Stop,-36.8709,174.75277,,Bus
1751218.2249,5911962.6151,439768,7138-dd2f943e,7138,Endeavour Street,,Stop,-36.92625,174.69783,,Bus
1753408.9099,5911845.6327,439769,7139-e360d6b5,7139,Lynfield Reserve,,Stop,-36.92695,174.72244,,Bus
1757976.7603,5920698.3407,439770,7140-40c91a0c,7140,Anzac Avenue/Beach Road,,Stop,-36.84643,174.77186,,Bus
1757956.4577,5920709.8157,439771,7141-d8af5868,7141,Anzac Avenue/Beach Road,,Stop,-36.84633,174.77163,,Bus
1756885.1505,5920803.9776,439772,7142-fda95eea,7142,Customs Street West,,Stop,-36.84566,174.7596,,Bus
1757548.231,5919761.8108,439773,7143-d5592a9b,7143,Stop D Auckland Universities,,Stop,-36.85494,174.76725,31984-fb46d0f9,Bus
1757992.3542,5920240.7988,439774,7144-a321a5d3,7144,Stop A Waterloo Quadrant,,Stop,-36.85055,174.77213,11072-fe45f67b,Bus
1757944.6456,5920217.2675,439775,7145-caabaedd,7145,Waterloo Quadrant,,Stop,-36.85077,174.7716,,Bus
1757966.936,5920216.854,439776,7146-d3bc243f,7146,Stop B Waterloo Quadrant,,Stop,-36.85077,174.77185,11072-fe45f67b,Bus
1757606.688,5919836.1976,439777,7147-4e9003b4,7147,Stop E Auckland Universities,,Stop,-36.85426,174.76789,11077-fb46d0f9,Bus
1757297.0947,5919492.3259,439778,7149-6d6d1e99,7149,Symonds Street/Karangahape Road,,Stop,-36.85741,174.76449,,Bus
1757577.8991,5919774.5798,439779,7150-a8d5cc49,7150,Stop B Auckland Universities,,Stop,-36.85482,174.76758,11077-fb46d0f9,Bus
1757004.449,5918953.9107,439780,7151-93995941,7151,Symonds Street/Upper Symonds Street,,Stop,-36.86231,174.76132,,Bus
1757567.8455,5919761.4478,439781,7152-feacf919,7152,Stop C Auckland Universities,,Stop,-36.85494,174.76747,11077-fb46d0f9,Bus
1757386.7314,5919565.0279,439782,7154-6abdce52,7154,Whitaker Place,,Stop,-36.85674,174.76548,,Bus
1757258.5023,5919430.8882,439783,7156-94d1b9c2,7156,Symonds Street/Karangahape Road,,Stop,-36.85797,174.76407,,Bus
1757193.1137,5919318.893,439784,7158-d38de945,7158,Stop A Grafton Bridge,,Stop,-36.85899,174.76336,11080-127d331d,Bus
1757174.5867,5919281.5008,439785,7160-bdff3da3,7160,Stop B Grafton Bridge,,Stop,-36.85933,174.76316,11080-127d331d,Bus
1758100.3934,5920343.1182,439786,7161-4bc8f93a,7161,Alten Road,,Stop,-36.84961,174.77332,,Bus
1757154.2155,5919240.8131,439787,7162-076ad8fe,7162,Stop C Grafton Bridge,,Stop,-36.8597,174.76294,11080-127d331d,Bus
1757143.0872,5919217.7121,439788,7164-b009123f,7164,Stop D Grafton Bridge,,Stop,-36.85991,174.76282,11080-127d331d,Bus
1757031.2753,5918957.8551,439789,7166-dede1f1a,7166,Symonds Street/Upper Symonds Street,,Stop,-36.86227,174.76162,,Bus
1755233.7705,5917606.8816,439790,7167-b935b369,7167,Eden Park,,Stop,-36.87474,174.74174,,Bus
1757024.6051,5918934.6717,439791,7168-27503fd0,7168,Symonds Street/Upper Symonds Street,,Stop,-36.86248,174.76155,,Bus
1755324.6256,5917748.3905,439792,7169-de5a3c59,7169,Eden Park,,Stop,-36.87345,174.74273,,Bus
1757078.0764,5918739.4642,439793,7170-51bfb0d8,7170,Khyber Pass Road/Burleigh Street,,Stop,-36.86423,174.76219,,Bus
1757194.9498,5918694.0227,439794,7171-70aedbfa,7171,Madeira Place,,Stop,-36.86462,174.76351,,Bus
1758512.9963,5917594.1359,439795,7173-24dafa50,7173,Mahuru Street,,Stop,-36.87431,174.77852,,Bus
1758502.091,5917630.964,439796,7174-c8359920,7174,Mahuru Street,,Stop,-36.87398,174.77839,,Bus
1757887.8008,5918499.1832,439797,7175-9bcf7fd5,7175,Khyber Pass Road/Mountain Road,,Stop,-36.86626,174.77132,,Bus
1757893.3347,5918509.0691,439798,7176-5f375d10,7176,Khyber Pass Road/Mountain Road,,Stop,-36.86617,174.77138,,Bus
1758185.8388,5918413.7397,439799,7177-4660a5ff,7177,Melrose Street,,Stop,-36.86698,174.77468,,Bus
1757932.3727,5918498.3561,439800,7178-3c888352,7178,Khyber Pass Road/Mountain Road,,Stop,-36.86626,174.77182,,Bus
1758093.3482,5920636.2459,439801,7179-9b4fd003,7179,Spark Arena,,Stop,-36.84697,174.77318,,Bus
1758414.0687,5918362.8806,439802,7180-d8879c11,7180,Broadway,,Stop,-36.8674,174.77725,,Bus
1758131.3189,5920615.5639,439803,7182-0fbc607f,7182,Spark Arena,,Stop,-36.84715,174.77361,,Bus
1758207.8789,5920223.4789,439804,7183-16dafea4,7183,Churchill Street,,Stop,-36.85067,174.77455,,Bus
1758214.7541,5920305.4792,439805,7184-c6244f90,7184,Churchill Street,,Stop,-36.84993,174.77461,,Bus
1758484.3329,5920077.388,439806,7185-34e3c82d,7185,Fraser Park,,Stop,-36.85194,174.77768,,Bus
1758511.2463,5920085.7657,439807,7186-3fbf7df1,7186,Fraser Park,,Stop,-36.85186,174.77798,,Bus
1758623.4756,5919886.1238,439808,7187-f06c0550,7187,Parnell Shops,,Stop,-36.85364,174.77928,,Bus
1758602.4881,5919956.4348,439809,7188-61059b9a,7188,Parnell Shops,,Stop,-36.85301,174.77903,,Bus
1758765.9336,5919586.0305,439810,7189-eedafbec,7189,Scarborough Lane,,Stop,-36.85632,174.78094,,Bus
1758779.3276,5919586.8905,439811,7190-8761fc5a,7190,Scarborough Lane,,Stop,-36.85631,174.78109,,Bus
1758892.581,5919347.2707,439812,7191-e3f423c1,7191,St Georges Bay Road,,Stop,-36.85845,174.78241,,Bus
1758884.3905,5919386.2681,439813,7192-afd38da5,7192,St Georges Bay Road,,Stop,-36.8581,174.78231,,Bus
1758923.1448,5919169.1249,439814,7193-7ada3d13,7193,Holy Trinity Cathedral,,Stop,-36.86005,174.78279,,Bus
1758937.7404,5919186.6099,439815,7194-97deb9d2,7194,Holy Trinity Cathedral,,Stop,-36.85989,174.78295,,Bus
1758848.3039,5918981.8484,439816,7195-565504a6,7195,Ayr Street,,Stop,-36.86175,174.78199,,Bus
1758875.5871,5919010.1951,439817,7196-f5b8e4d9,7196,Ayr Street,,Stop,-36.86149,174.78229,,Bus
1758713.9444,5918806.7799,439818,7197-ee4b9f28,7197,Parnell Library,,Stop,-36.86335,174.78052,,Bus
1758674.5148,5918748.6934,439819,7198-a09a150d,7198,Parnell Library,,Stop,-36.86388,174.78009,,Bus
1758523.3365,5918436.3152,439820,7199-e53e3497,7199,Olympic Pool,,Stop,-36.86672,174.77846,,Bus
1758532.9562,5918426.1474,439821,7200-8f6dbe22,7200,Olympic Pool,,Stop,-36.86681,174.77857,,Bus
1758473.5491,5918300.7317,439822,7201-b3efdf9d,7201,Khyber Pass Road,,Stop,-36.86795,174.77793,,Bus
1758410.3017,5917968.9564,439823,7202-874169c4,7202,Stop D Westfield Newmarket,,Stop,-36.87095,174.77729,31417-5e63d0dc,Bus
1758402.775,5917995.7328,439824,7203-52127399,7203,Stop A Westfield Newmarket,,Stop,-36.87071,174.7772,31417-5e63d0dc,Bus
1758404.5403,5917946.8668,439825,7204-fea806bd,7204,Stop C Westfield Newmarket,,Stop,-36.87115,174.77723,31417-5e63d0dc,Bus
1758373.7238,5917824.2478,439826,7205-e1b07628,7205,Clovernook Road,,Stop,-36.87226,174.77691,,Bus
1758396.8309,5917915.9347,439827,7206-e2c4de75,7206,Stop B Westfield Newmarket,,Stop,-36.87143,174.77715,31417-5e63d0dc,Bus
1758381.7415,5917584.3722,439828,7207-bfc319e4,7207,St Marks Road,,Stop,-36.87442,174.77705,,Bus
1758392.6348,5917738.4378,439829,7208-72f6415f,7208,Clovernook Road,,Stop,-36.87303,174.77714,,Bus
1754637.9432,5917251.4924,439830,7209-576cfe61,7209,Leslie Avenue,,Stop,-36.87804,174.73513,,Bus
1758399.3236,5917523.0034,439831,7210-fd151f0d,7210,St Marks Road,,Stop,-36.87497,174.77726,,Bus
1756190.4348,5919304.0556,439832,7211-824d717b,7211,Ponsonby Road/Karangahape Road,,Stop,-36.85929,174.75212,,Bus
1756175.1365,5919296.5676,439833,7212-9f5ed9ad,7212,Ponsonby Road/Karangahape Road,,Stop,-36.85936,174.75195,,Bus
1755912.2111,5919500.0461,439834,7213-c1b68c83,7213,Ponsonby Road/Western Park,,Stop,-36.85757,174.74896,,Bus
1755899.5468,5919490.2897,439835,7214-56f7c5db,7214,Ponsonby Road/Western Park,,Stop,-36.85766,174.74882,,Bus
1755754.6157,5919611.6938,439836,7215-cb3a712c,7215,Ponsonby Road/Picton Street,,Stop,-36.85659,174.74717,,Bus
1755701.0836,5919659.2856,439837,7216-2fea78e2,7216,Ponsonby Road/Picton Street,,Stop,-36.85617,174.74656,,Bus
1755651.9913,5919852.1826,439838,7217-9cc0238c,7217,Collingwood Street,,Stop,-36.85444,174.74597,,Bus
1755573.7578,5920061.1491,439839,7218-8c2578c2,7218,Summer Street,,Stop,-36.85257,174.74505,,Bus
1755572.421,5920134.4217,439840,7219-06392a6a,7219,Summer Street,,Stop,-36.85191,174.74502,,Bus
1755528.9759,5920246.1975,439841,7220-2f4bbaf0,7220,Te Rimutahi,,Stop,-36.85091,174.74451,,Bus
1755530.9213,5920303.8726,439842,7221-b28d532b,7221,Ponsonby Methodist Church,,Stop,-36.85039,174.74452,,Bus
1755486.7654,5920425.6494,439843,7222-cf6ea570,7222,All Saints Anglican Church,,Stop,-36.8493,174.744,,Bus
1755481.5973,5920533.3963,439844,7223-bdcf6cc4,7223,Pompallier Terrace,,Stop,-36.84833,174.74392,,Bus
1755400.3154,5920575.9433,439845,7224-0a461998,7224,Pompallier Terrace,,Stop,-36.84796,174.743,,Bus
1757158.2987,5918399.4837,439846,7226-9f6992bd,7226,Nugent Street,,Stop,-36.86728,174.76316,,Bus
1757699.7824,5919084.2244,439847,7227-3ccd581c,7227,Park Road/Auckland City Hospital,,Stop,-36.86102,174.76909,,Bus
1757792.1896,5919065.8642,439848,7228-0bb6f9ba,7228,Park Road/Auckland City Hospital,,Stop,-36.86117,174.77013,,Bus
1757106.8214,5918412.6424,439849,7229-77847204,7229,Nugent Street,,Stop,-36.86717,174.76258,,Bus
1757837.5173,5918576.6949,439850,7230-e5a8431b,7230,Grafton Station,,Stop,-36.86557,174.77074,,Bus
1757829.9058,5918599.0328,439851,7231-d0b82ab5,7231,Grafton Station,,Stop,-36.86537,174.77065,,Bus
1756437.7889,5919467.0973,439852,7233-ada0733c,7233,Hopetoun Street,,Stop,-36.85778,174.75486,,Bus
1756418.7622,5919645.0193,439853,7235-ad54bf45,7235,Auckland Girls' Grammar,,Stop,-36.85618,174.75461,,Bus
1763900.3386,5912962.6031,439854,7236-b128fdf5,7236,Stop C Sylvia Park,,Stop,-36.91512,174.83994,31514-72eead10,Bus
1756390.0955,5919880.8293,439855,7237-3e2dea08,7237,Howe Street/Western Park,,Stop,-36.85406,174.75424,,Bus
1763912.5029,5912900.2145,439856,7238-8cbd6ca4,7238,Stop A Sylvia Park,,Stop,-36.91568,174.84009,31514-72eead10,Bus
1763927.4336,5912888.8275,439857,7239-c0c685ef,7239,Stop B Sylvia Park,,Stop,-36.91578,174.84026,31514-72eead10,Bus
1766062.2306,5919069.461,439858,7242-4f2a3e38,7242,Riddell Road/Sierra Street,,Stop,-36.85972,174.86286,,Bus
1763320.2626,5920350.036,439859,7244-2a41c4db,7244,Stop D Mission Bay,,Stop,-36.84866,174.83184,31012-872f930c,Bus
1763307.737,5920348.0565,439860,7245-f6367131,7245,Stop C Mission Bay,,Stop,-36.84868,174.8317,31012-872f930c,Bus
1763516.1998,5920148.718,439861,7246-45d56717,7246,Cullwick Road,,Stop,-36.85044,174.83408,,Bus
1763694.5599,5920054.281,439862,7248-c343334d,7248,Ronaki Road,,Stop,-36.85126,174.8361,,Bus
1763655.5943,5919697.6499,439863,7250-f088659f,7250,Selwyn Avenue/Kohimarama Road,,Stop,-36.85448,174.83574,,Bus
1763729.8425,5919616.3111,439864,7252-fd191666,7252,Kohimarama School,,Stop,-36.8552,174.83659,,Bus
1763729.4089,5919315.5427,439865,7254-f29f03f0,7254,Comins Crescent,,Stop,-36.85791,174.83665,,Bus
1763725.6934,5919307.845,439866,7255-7e39e5b8,7255,Comins Crescent,,Stop,-36.85798,174.83661,,Bus
1765800.0746,5917973.5572,439867,7256-253789c3,7256,West Tamaki Road/Ashby Avenue,,Stop,-36.86964,174.86016,,Bus
1765948.9875,5917927.3682,439868,7257-4171503f,7257,Navarre Road,,Stop,-36.87003,174.86184,,Bus
1766033.801,5917932.3729,439869,7258-f0e632e6,7258,Navarre Road,,Stop,-36.86997,174.86279,,Bus
1756234.8559,5920072.3499,439870,7267-ac893729,7267,Freemans Bay School,,Stop,-36.85236,174.75246,,Bus
1755979.499,5920154.7195,439871,7270-2dc02230,7270,Franklin Road,,Stop,-36.85166,174.74958,,Bus
1766363.0989,5917944.8089,439872,7276-cb8a1594,7276,Elstree Avenue Shops,,Stop,-36.8698,174.86648,,Bus
1764987.2878,5917860.6095,439873,7278-5998252c,7278,Castledine Crescent,,Stop,-36.8708,174.85107,,Bus
1765496.9452,5917105.9727,439874,7280-3ebedf63,7280,Taniwha Street/Line Road,,Stop,-36.87751,174.85695,,Bus
1757571.3406,5919227.5523,439875,7282-2f1160dd,7282,Auckland Hospital Gate 4,,Stop,-36.85975,174.76762,,Bus
1757580.8103,5919257.3426,439876,7284-fe15390f,7284,Auckland Hospital Gate 4,,Stop,-36.85948,174.76772,,Bus
1754670.8655,5913867.0428,439877,7285-77225635,7285,Gracedale Retirement Village,,Stop,-36.90853,174.73619,,Bus
1755686.0099,5917811.704,439878,7288-bb6afee3,7288,Kowhai Intermediate School,,Stop,-36.87282,174.74677,,Bus
1762941.2279,5914533.7801,439879,7289-5b597c2f,7289,Ferndale Road,,Stop,-36.90113,174.82884,,Bus
1754638.2294,5917218.1926,439880,7292-85ba5518,7292,Leslie Avenue,,Stop,-36.87834,174.73514,,Bus
1763567.7101,5914155.4838,439881,7299-9907e4f7,7299,Barrack Road/Boakes Road,,Stop,-36.90443,174.83595,,Bus
1765553.4479,5920102.6907,439882,7301-45b5925f,7301,Stop C St Heliers,,Stop,-36.8505,174.85693,31020-e02ad0f5,Bus
1758811.1175,5920574.0574,439883,7302-1c54d7c7,7302,The Strand,,Stop,-36.84741,174.78124,,Bus
1763715.6774,5913415.6691,439884,7303-aa461e9c,7303,Hamlin Road,,Stop,-36.91107,174.83777,,Bus
1759443.5508,5920527.8342,439885,7304-12b72d97,7304,Teal Park,,Stop,-36.84772,174.78834,,Bus
1758861.1348,5920529.8406,439886,7305-be9dba3e,7305,The Strand,,Stop,-36.8478,174.78181,,Bus
1759825.1092,5920421.9048,439887,7306-477239f9,7306,Parnell Baths,,Stop,-36.84861,174.79264,,Bus
1759473.5346,5920509.5152,439888,7307-e923d63c,7307,Teal Park,,Stop,-36.84788,174.78868,,Bus
1759848.4339,5920381.5124,439889,7309-2c09a359,7309,Parnell Baths,,Stop,-36.84897,174.79291,,Bus
1761016.4844,5919982.1537,439890,7312-23dc646d,7312,Tamaki Drive/Ngapipi Road,,Stop,-36.85237,174.80609,,Bus
1761098.7638,5919993.9156,439891,7315-f0c8c589,7315,Tamaki Drive/Ngapipi Road,,Stop,-36.85225,174.80701,,Bus
1761660.6299,5920085.373,439892,7316-d8df1194,7316,Okahu Street,,Stop,-36.85133,174.81329,,Bus
1765689.207,5920157.7642,439893,7317-2a5c599e,7317,Turua Street,,Stop,-36.84998,174.85844,,Bus
1762110.942,5920266.5979,439894,7318-dcb28e1b,7318,Orakei Domain,,Stop,-36.84962,174.8183,,Bus
1761744.7919,5920008.3039,439895,7319-319b0d49,7319,Okahu Street,,Stop,-36.85201,174.81425,,Bus
1762012.209,5920609.2053,439896,7320-1baf8746,7320,Kelly Tarlton's,,Stop,-36.84655,174.81712,,Bus
1762136.3937,5920291.6402,439897,7321-e03008fd,7321,Orakei Domain,,Stop,-36.84939,174.81858,,Bus
1762057.0396,5920480.7179,439898,7323-8490824f,7323,Kelly Tarlton's,,Stop,-36.8477,174.81765,,Bus
1762742.8873,5920802.8182,439899,7324-19339500,7324,Tamaki Yacht Club,,Stop,-36.84468,174.82527,,Bus
1762362.6511,5920696.8695,439900,7325-66b027a1,7325,Bastion Point/Takaparawha,,Stop,-36.8457,174.82103,,Bus
1763111.1943,5920471.6897,439901,7326-4687d315,7326,Selwyn Domain,,Stop,-36.8476,174.82947,,Bus
1763040.1167,5920532.9839,439902,7327-f7eb6f04,7327,Selwyn Domain,,Stop,-36.84706,174.82866,,Bus
1763307.9943,5920407.9846,439903,7328-bf878888,7328,Stop B Mission Bay,,Stop,-36.84814,174.83169,31012-872f930c,Bus
1763281.0319,5920397.403,439904,7329-1ad4e325,7329,Stop A Mission Bay,,Stop,-36.84824,174.83139,31012-872f930c,Bus
1763598.4221,5920435.706,439905,7330-365ed297,7330,Selwyn Avenue,,Stop,-36.84784,174.83494,,Bus
1763609.971,5920433.2644,439906,7331-6fef8ef3,7331,Selwyn Avenue,,Stop,-36.84786,174.83507,,Bus
1763904.7902,5920410.9466,439907,7332-2b36e34d,7332,163 Tamaki Drive,,Stop,-36.84801,174.83838,,Bus
1763833.0781,5920438.9637,439908,7333-daa9e8ea,7333,163 Tamaki Drive,,Stop,-36.84777,174.83757,,Bus
1764055.6393,5920323.6909,439909,7334-e89e2bd7,7334,Tamaki Drive/Kohimarama Road,,Stop,-36.84877,174.84009,,Bus
1764048.4206,5920319.3905,439910,7335-5bac9e11,7335,Tamaki Drive/Kohimarama Road,,Stop,-36.84881,174.84001,,Bus
1764272.5665,5920194.0923,439911,7336-0f0b4f99,7336,Kohimarama Beach,,Stop,-36.8499,174.84255,,Bus
1764274.0073,5920176.3064,439912,7337-f273b6f0,7337,Kohimarama Beach,,Stop,-36.85006,174.84257,,Bus
1764651.2789,5920082.4485,439913,7338-a5bb2516,7338,Sage Road,,Stop,-36.85084,174.84682,,Bus
1764646.6277,5920072.5495,439914,7339-a07643f9,7339,Sage Road,,Stop,-36.85093,174.84677,,Bus
1765159.9799,5920097.0135,439915,7340-d9fa68b7,7340,Tamaki Drive/Long Drive,,Stop,-36.85062,174.85252,,Bus
1765074.3952,5920145.2884,439916,7341-c862d701,7341,Tamaki Drive/Long Drive,,Stop,-36.8502,174.85155,,Bus
1765410.7946,5920059.9578,439917,7342-1020849c,7342,Vellenoweth Green,,Stop,-36.85091,174.85534,,Bus
1765631.9047,5920146.6703,439918,7344-eedcc095,7344,Stop B St Heliers,,Stop,-36.85009,174.8578,31020-e02ad0f5,Bus
1765617.3364,5920131.4152,439919,7345-819d6e62,7345,Stop A St Heliers,,Stop,-36.85023,174.85764,31020-e02ad0f5,Bus
1766055.9131,5920117.3237,439920,7346-f060fdb8,7346,Rarangi Road,,Stop,-36.85028,174.86256,,Bus
1766051.3251,5920110.7538,439921,7347-07852b69,7347,Rarangi Road,,Stop,-36.85034,174.86251,,Bus
1766310.4751,5919952.5304,439922,7348-86c4360d,7348,22 Bay Road,,Stop,-36.85172,174.86545,,Bus
1766287.293,5919952.9832,439923,7349-b12504e1,7349,19 Bay Road,,Stop,-36.85172,174.86519,,Bus
1766543.5585,5919921.3367,439924,7350-b7bc7f9e,7350,Bay Road,,Stop,-36.85196,174.86807,,Bus
1766493.1073,5919895.686,439925,7351-03c38c34,7351,Bay Road,,Stop,-36.8522,174.86751,,Bus
1766713.2848,5920253.204,439926,7352-6b49181e,7352,Glover Park,,Stop,-36.84894,174.8699,,Bus
1766668.4236,5920103.1362,439927,7353-5f7320bc,7353,Waimarie Street,,Stop,-36.8503,174.86943,,Bus
1766878.9357,5920421.9932,439928,7354-3c10bcc6,7354,759 Riddell Road,,Stop,-36.84739,174.87172,,Bus
1766718.0472,5920268.6493,439929,7355-0b173a06,7355,Glover Park,,Stop,-36.8488,174.86995,,Bus
1767091.5878,5920394.5153,439930,7356-0982600e,7356,Karaka Park Place,,Stop,-36.8476,174.87411,,Bus
1766887.9177,5920425.1469,439931,7357-1761e727,7357,438 Riddell Road,,Stop,-36.84736,174.87182,,Bus
1767132.8817,5920180.6041,439932,7358-d03892f9,7358,Abingdon Place,,Stop,-36.84952,174.87462,,Bus
1767025.9308,5920412.4519,439933,7359-ec999925,7359,Karaka Park Place,,Stop,-36.84745,174.87337,,Bus
1767304.76,5919894.2038,439934,7360-15893615,7360,Peacock Street,,Stop,-36.85207,174.87661,,Bus
1767122.6381,5920158.6072,439935,7361-984d769a,7361,Abingdon Place,,Stop,-36.84972,174.87451,,Bus
1767406.3711,5919709.0725,439936,7362-04b3cb7d,7362,Churchill Park,,Stop,-36.85372,174.87779,,Bus
1767264.4649,5919931.6222,439937,7363-f818c8ab,7363,Peacock Street,,Stop,-36.85174,174.87615,,Bus
1767650.6739,5919523.3506,439938,7364-586dabd4,7364,401 Riddell Road,,Stop,-36.85535,174.88057,,Bus
1767373.6656,5919724.1443,439939,7365-8d06aa81,7365,Churchill Park,,Stop,-36.85359,174.87742,,Bus
1767674.5496,5919286.4705,439940,7366-da241af6,7366,Clouston Street,,Stop,-36.85748,174.88089,,Bus
1767642.7153,5919526.837,439941,7367-b068adc2,7367,294 Riddell Road,,Stop,-36.85532,174.88048,,Bus
1767638.232,5919027.4679,439942,7368-d584c98c,7368,Riddell Road/Whitehaven Road,,Stop,-36.85982,174.88054,,Bus
1767660.7873,5919312.2694,439943,7369-ff933fe5,7369,Clouston Street,,Stop,-36.85725,174.88073,,Bus
1767604.3546,5918801.7144,439944,7370-601f8c22,7370,Glendowie Road,,Stop,-36.86186,174.88021,,Bus
1767626.5985,5919025.4773,439945,7371-5cf8a013,7371,Riddell Road/Whitehaven Road,,Stop,-36.85984,174.88041,,Bus
1767353.4217,5918694.5519,439946,7372-d7f1e561,7372,Roberta Reserve,,Stop,-36.86287,174.87742,,Bus
1767592.0046,5918808.617,439947,7373-bff04748,7373,Glendowie Road,,Stop,-36.8618,174.88007,,Bus
1767176.4964,5918767.9531,439948,7374-f2112677,7374,Glendowie Park,,Stop,-36.86224,174.87542,,Bus
1767416.4154,5918723.2804,439949,7375-ab59a596,7375,Roberta Reserve,,Stop,-36.8626,174.87812,,Bus
